Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,delete
2011,Round 20,Sun,Jul 24th,3:00pm,Penrith,8,Manly Warringah,12,"S. Hayne, B. Cummins",Centrebet,"13,832",
2011,Round 20,Sun,Jul 24th,2:00pm,South Sydney,16,Warriors,48,"M. Cecchin, C. James",ANZ,"11,208",
2011,Round 20,Mon,Jul 25th,7:00pm,Canberra,24,St George Illawarra,19,"B. Suttor, P. Haines",Canberra Stadium,"10,425",
2011,Round 21,Fri,Jul 29th,7:30pm,Brisbane,46,Cronulla,16,"J. Maxwell, G. Morris",Suncorp,"24,164",
2011,Round 21,Fri,Jul 29th,7:30pm,Manly Warringah,12,Wests Tigers,14,"J. Robinson, A. Klein",Central Coast,"20,059",
2011,Round 21,Sat,Jul 30th,7:30pm,North Queensland,30,Penrith,18,"T. Archer, C. James",Dairy Farmers,"12,349",
2011,Round 21,Sat,Jul 30th,5:30pm,Sydney,32,Canterbury,28,"B. Cummins, P. Haines",SFS,"11,926",
2011,Round 21,Sun,Jul 31st,2:00pm,Newcastle,50,Gold Coast Titans,20,"G. Badger, A. Shortall",Ausgrid,"17,327",
2011,Round 21,Sun,Jul 31st,3:00pm,St George Illawarra,24,South Sydney,34,"S. Hayne, A. Devcich",WIN Stadium,"18,980",
2011,Round 21,Sun,Jul 31st,2:00pm,Warriors,29,Canberra,10,"M. Cecchin, G. Sutton",Mt Smart,"13,615",
2011,Round 21,Mon,Aug 1st,7:00pm,Parramatta,18,Melbourne,22,"S. Lyons, T. De Las Heras",Parramatta,"10,078",
2011,Round 22,Fri,Aug 5th,7:30pm,Canterbury,14,North Queensland,6,"J. Maxwell, G. Morris",ANZ,"8,654",
2011,Round 22,Fri,Aug 5th,7:30pm,Wests Tigers,16,St George Illawarra,14,"T. Archer, S. Hayne",SFS,"27,687",
2011,Round 22,Sat,Aug 6th,7:30pm,Brisbane,21,Warriors,20,"A. Klein, G. Sutton",Suncorp,"37,173",
2011,Round 22,Sat,Aug 6th,7:30pm,Cronulla,16,Gold Coast Titans,20,"G. Badger, D. Munro",Toyota,"6,313",
2011,Round 22,Sat,Aug 6th,5:30pm,Melbourne,26,Penrith,6,"B. Cummins, P. Haines",AAMI Park,"12,162",
2011,Round 22,Sun,Aug 7th,3:00pm,Manly Warringah,36,Sydney,8,"M. Cecchin, T. De Las Heras",Brookvale,"13,743",
2011,Round 22,Sun,Aug 7th,2:00pm,Newcastle,40,Canberra,8,"B. Suttor, S. Lyons",Ausgrid,"14,109",
2011,Round 22,Mon,Aug 8th,7:00pm,South Sydney,56,Parramatta,6,"A. Devcich, C. James",ANZ,"13,908",
2011,Round 23,Fri,Aug 12th,7:30pm,North Queensland,16,Brisbane,34,"M. Cecchin, G. Badger",Dairy Farmers,"26,463",
2011,Round 23,Fri,Aug 12th,7:30pm,Penrith,18,Wests Tigers,32,"A. Klein, P. Haines",Centrebet,"15,192",
2011,Round 23,Sat,Aug 13th,7:30pm,Gold Coast Titans,16,Melbourne,40,"J. Robinson, A. Shortall",Skilled Park,"11,663",
2011,Round 23,Sat,Aug 13th,7:30pm,Parramatta,20,Manly Warringah,26,"T. Archer, C. James",Parramatta,"11,102",
2011,Round 23,Sat,Aug 13th,7:30pm,Warriors,20,Newcastle,12,"S. Hayne, A. Devcich",Mt Smart,"13,279",
2011,Round 23,Sun,Aug 14th,2:00pm,Canberra,18,South Sydney,47,"T. De Las Heras, S. Lyons",Canberra Stadium,"12,150",
2011,Round 23,Sun,Aug 14th,3:00pm,St George Illawarra,12,Sydney,20,"B. Cummins, G. Sutton",WIN Stadium,"14,141",
2011,Round 23,Mon,Aug 15th,7:00pm,Cronulla,12,Canterbury,19,"J. Maxwell, G. Morris",Toyota,"8,089",
2011,Round 24,Fri,Aug 19th,7:30pm,Melbourne,8,St George Illawarra,6,"T. Archer, M. Cecchin",AAMI Park,"24,081",
2011,Round 24,Fri,Aug 19th,7:30pm,South Sydney,26,North Queensland,24,"B. Cummins, A. Devcich",ANZ,"11,208",
2011,Round 24,Sat,Aug 20th,5:30pm,Gold Coast Titans,26,Canberra,18,"T. De Las Heras, A. Shortall",Skilled Park,"10,230",
2011,Round 24,Sat,Aug 20th,7:30pm,Penrith,12,Warriors,26,"G. Badger, B. Suttor",Centrebet,"11,644",
2011,Round 24,Sat,Aug 20th,7:30pm,Sydney,36,Cronulla,25,"S. Lyons, A. Gee",SFS,"8,761",
2011,Round 24,Sun,Aug 21st,2:00pm,Manly Warringah,27,Canterbury,16,"J. Robinson, G. Sutton",Brookvale,"12,250",
2011,Round 24,Sun,Aug 21st,3:00pm,Wests Tigers,31,Parramatta,12,"J. Maxwell, C. James",SFS,"18,626",
2011,Round 24,Mon,Aug 22nd,7:00pm,Newcastle,6,Brisbane,26,"S. Hayne, A. Klein",Ausgrid,"19,412",
2011,Round 25,Fri,Aug 26th,7:30pm,Manly Warringah,18,Melbourne,4,"S. Hayne, G. Badger",Brookvale,"20,414",
2011,Round 25,Fri,Aug 26th,7:30pm,Parramatta,12,Sydney,13,"J. Robinson, G. Atkins",Parramatta,"12,097",
2011,Round 25,Sat,Aug 27th,7:30pm,Canberra,18,Penrith,19,"B. Suttor, G. Reynolds",Canberra Stadium,"10,085",
2011,Round 25,Sat,Aug 27th,5:30pm,Canterbury,32,Newcastle,22,"M. Cecchin, A. Devcich",ANZ,"10,257",
2011,Round 25,Sat,Aug 27th,7:30pm,North Queensland,28,Cronulla,20,"T. De Las Heras, A. Shortall",Dairy Farmers,"12,655",
2011,Round 25,Sun,Aug 28th,3:00pm,Brisbane,22,South Sydney,10,"T. Archer, J. Maxwell",Suncorp,"40,094",
2011,Round 25,Sun,Aug 28th,2:00pm,St George Illawarra,26,Warriors,22,"A. Klein, B. Cummins",WIN Stadium,"15,732",
2011,Round 25,Mon,Aug 29th,7:00pm,Wests Tigers,39,Gold Coast Titans,10,"S. Lyons, P. Haines",Campbelltown,"14,378",
2011,Round 26,Fri,Sep 2nd,7:30pm,Newcastle,40,South Sydney,24,"S. Hayne, M. Cecchin",Ausgrid,"30,729",
2011,Round 26,Fri,Sep 2nd,7:30pm,St George Illawarra,32,Penrith,12,"G. Badger, P. Haines",WIN Stadium,"13,621",
2011,Round 26,Sat,Sep 3rd,7:30pm,Cronulla,22,Wests Tigers,30,"B. Cummins, G. Sutton",Toyota,"16,879",
2011,Round 26,Sat,Sep 3rd,7:30pm,Gold Coast Titans,12,Parramatta,32,"B. Suttor, C. James",Skilled Park,"18,265",
2011,Round 26,Sat,Sep 3rd,7:30pm,Warriors,18,North Queensland,6,"T. Archer, A. Klein",Mt Smart,"20,082",
2011,Round 26,Sun,Sep 4th,4:00pm,Brisbane,18,Manly Warringah,10,"J. Maxwell, A. Devcich",Suncorp,"50,859",
2011,Round 26,Sun,Sep 4th,2:00pm,Canterbury,36,Canberra,22,"S. Lyons, T. De Las Heras",ANZ,"16,206",
2011,Round 26,Sun,Sep 4th,7:00pm,Sydney,40,Melbourne,8,"J. Robinson, A. Shortall",SFS,"8,753",
2011,Qualif Final,Fri,Sep 9th,7:45pm,Wests Tigers,21,St George Illawarra,12,"T. Archer, M. Cecchin",ANZ,"45,361",
2011,Qualif Final,Sat,Sep 10th,6:30pm,Brisbane,40,Warriors,10,"J. Maxwell, S. Hayne",Suncorp,"48,943",
2011,Qualif Final,Sat,Sep 10th,8:30pm,Manly Warringah,42,North Queensland,8,"B. Cummins, G. Badger",SFS,"13,972",
2011,Qualif Final,Sun,Sep 11th,4:00pm,Melbourne,18,Newcastle,8,"A. Klein, A. Devcich",AAMI Park,"14,845",
2011,Semi Final,Fri,Sep 16th,7:45pm,Wests Tigers,20,Warriors,22,"S. Hayne, J. Maxwell",SFS,"27,109",
2011,Semi Final,Sat,Sep 17th,6:45pm,Brisbane,13,St George Illawarra,12,"M. Cecchin, T. Archer",Suncorp,"48,474",
2011,Prelim Final,Fri,Sep 23rd,7:45pm,Manly Warringah,26,Brisbane,14,"S. Hayne, J. Maxwell",SFS,"31,894",
2011,Prelim Final,Sat,Sep 24th,7:45pm,Melbourne,12,Warriors,20,"M. Cecchin, T. Archer",AAMI Park,"28,580",
2011,Grand Final,Sun,Oct 2nd,5:00pm,Manly Warringah,24,Warriors,10,"M. Cecchin, T. Archer",ANZ,"81,988",
2012,Round 1,Thu,Mar 1st,7:30pm,Newcastle,14,St George Illawarra,15,"M. Cecchin, A. Klein",Hunter,"29,189",
2012,Round 1,Fri,Mar 2nd,7:30pm,Parramatta,6,Brisbane,18,"S. Hayne, G. Morris",Parramatta,"11,399",
2012,Round 1,Sat,Mar 3rd,5:30pm,Canberra,19,Melbourne,24,"G. Badger, B. Suttor",Canberra Stadium,"7,862",
2012,Round 1,Sat,Mar 3rd,8:30pm,North Queensland,0,Gold Coast Titans,18,"S. Lyons, A. Shortall",Dairy Farmers,"16,311",
2012,Round 1,Sat,Mar 3rd,7:30pm,Penrith,14,Canterbury,22,"J. Robinson, P. Haines",Centrebet,"9,585",
2012,Round 1,Sun,Mar 4th,2:00pm,Warriors,20,Manly Warringah,26,"T. Archer, B. Cummins",Eden Park,"37,502",
2012,Round 1,Sun,Mar 4th,2:00pm,Wests Tigers,17,Cronulla,16,"J. Maxwell, C. James",Leichhardt,"19,762",
2012,Round 1,Mon,Mar 5th,7:00pm,South Sydney,20,Sydney,24,"A. Devcich, C. Sutton",ANZ,"18,278",
2012,Round 2,Fri,Mar 9th,7:30pm,Brisbane,26,North Queensland,28,"J. Robinson, G. Reynolds",Suncorp,"43,171",
2012,Round 2,Fri,Mar 9th,7:30pm,Manly Warringah,22,Wests Tigers,18,"B. Cummins, G. Sutton",Central Coast,"17,532",
2012,Round 2,Sat,Mar 10th,7:30pm,Canterbury,30,St George Illawarra,4,"M. Cecchin, A. Klein",ANZ,"29,641",
2012,Round 2,Sat,Mar 10th,4:30pm,Gold Coast Titans,12,Canberra,24,"S. Lyons, A. Shortall",Skilled Park,"11,378",
2012,Round 2,Sun,Mar 11th,2:00pm,Cronulla,6,Newcastle,18,"T. Archer, P. Haines",Toyota,"15,564",
2012,Round 2,Sun,Mar 11th,7:00pm,Melbourne,24,South Sydney,10,"S. Hayne, G. Morris",AAMI Park,"15,872",
2012,Round 2,Sun,Mar 11th,3:00pm,Sydney,0,Penrith,18,"A. Devcich, C. James",Allianz,"12,746",
2012,Round 2,Mon,Mar 12th,7:00pm,Parramatta,20,Warriors,36,"G. Badger, B. Suttor",Parramatta,"12,102",
2012,Round 3,Fri,Mar 16th,8:30pm,Newcastle,10,Brisbane,24,"S. Hayne, G. Morris",Hunter,"23,894",
2012,Round 3,Fri,Mar 16th,7:30pm,St George Illawarra,36,Wests Tigers,12,"T. Archer, P. Haines",WIN Jubilee,"18,726",
2012,Round 3,Sat,Mar 17th,4:30pm,Gold Coast Titans,6,Melbourne,30,"J. Robinson, G. Reynolds",Skilled Park,"11,254",
2012,Round 3,Sat,Mar 17th,6:30pm,North Queensland,42,Parramatta,6,"A. Devcich, C. James",Dairy Farmers,"8,239",
2012,Round 3,Sun,Mar 18th,3:00pm,Penrith,24,South Sydney,40,"G. Badger, B. Sutton",Centrebet,"13,876",
2012,Round 3,Sun,Mar 18th,2:00pm,Sydney,14,Canberra,8,"S. Lyons, A. Shortall",Allianz,"10,343",
2012,Round 3,Sun,Mar 18th,2:00pm,Warriors,18,Canterbury,32,"M. Cecchin, A. Klein",Mt Smart,"17,067",
2012,Round 3,Mon,Mar 19th,7:00pm,Cronulla,17,Manly Warringah,14,"B. Cummins, C. Sutton",Toyota,"8,652",
2012,Round 4,Fri,Mar 23rd,7:30pm,Parramatta,6,Penrith,39,"M. Cecchin, G. Reynolds",Parramatta,"13,788",
2012,Round 4,Fri,Mar 23rd,6:00pm,South Sydney,12,Brisbane,20,"A. Klein, C. James",nib Stadium,"15,599",
2012,Round 4,Sat,Mar 24th,8:30pm,North Queensland,14,Cronulla,20,"G. Sutton, T. De Las Heras",Dairy Farmers,"11,364",
2012,Round 4,Sat,Mar 24th,7:30pm,St George Illawarra,17,Manly Warringah,6,"S. Hayne, A. Devcich",WIN Jubilee,"17,893",
2012,Round 4,Sat,Mar 24th,7:30pm,Warriors,26,Gold Coast Titans,6,"J. Maxwell, G. Morris",Mt Smart,"12,915",
2012,Round 4,Sun,Mar 25th,3:00pm,Canterbury,6,Newcastle,20,"B. Cummins, P. Haines",ANZ,"21,701",
2012,Round 4,Sun,Mar 25th,2:00pm,Melbourne,44,Sydney,4,"T. Archer, G. Badger",AAMI Park,"11,897",
2012,Round 4,Mon,Mar 26th,7:00pm,Wests Tigers,16,Canberra,30,"J. Robinson, B. Suttor",Campbelltown,"14,388",
2012,Round 5,Fri,Mar 30th,7:30pm,Brisbane,28,St George Illawarra,20,"B. Cummins, B. Suttor",Suncorp,"38,012",
2012,Round 5,Fri,Mar 30th,7:30pm,Melbourne,34,Newcastle,22,"M. Cecchin, A. Devcich",AAMI Park,"11,369",
2012,Round 5,Sat,Mar 31st,7:30pm,Parramatta,29,Manly Warringah,20,"G. Maxwell, G. Reynolds",Parramatta,"13,158",
2012,Round 5,Sat,Mar 31st,5:30pm,Penrith,14,Cronulla,15,"A. Klein, H. Perenara",Centrebet,"13,920",
2012,Round 5,Sat,Mar 31st,7:30pm,Sydney,26,Warriors,8,"T. Archer, T. De Las Heras",Allianz,"13,021",
2012,Round 5,Sun,Apr 1st,2:00pm,Gold Coast Titans,20,Canterbury,30,"G. Sutton, G. Badger",Skilled Park,"14,344",
2012,Round 5,Sun,Apr 1st,3:00pm,Wests Tigers,16,South Sydney,17,"S. Hayne, G. Morris",Allianz,"25,608",
2012,Round 5,Mon,Apr 2nd,7:00pm,Canberra,6,North Queensland,22,"S. Lyons, C. James",Canberra Stadium,"12,135",
2012,Round 6,Fri,Apr 6th,4:00pm,South Sydney,20,Canterbury,10,"B. Cummins, G. Badger",ANZ,"35,221",
2012,Round 6,Fri,Apr 6th,7:30pm,Wests Tigers,14,Brisbane,18,"A. Klein, S. Lyons",Allianz,"17,556",
2012,Round 6,Sat,Apr 7th,7:30pm,Cronulla,12,St George Illawarra,0,"M. Cecchin, A. Devcich",Toyota,"21,380",
2012,Round 6,Sat,Apr 7th,5:30pm,Gold Coast Titans,12,Sydney,18,"B. Suttor, C. James",Skilled Park,"11,478",
2012,Round 6,Sun,Apr 8th,2:00pm,Canberra,32,Warriors,12,"S. Hayne, A. Shortall",Canberra Stadium,"10,800",
2012,Round 6,Sun,Apr 8th,3:00pm,Newcastle,14,Parramatta,6,"T. Archer, T. De Las Heras",Hunter,"24,158",
2012,Round 6,Sun,Apr 8th,7:00pm,North Queensland,18,Melbourne,42,"J. Maxwell, G. Reynolds",Dairy Farmers,"20,206",
2012,Round 6,Mon,Apr 9th,7:00pm,Manly Warringah,30,Penrith,0,"G. Sutton, H. Perenara",Brookvale,"14,255",
2012,Round 7,Fri,Apr 13th,7:30pm,Brisbane,30,Canberra,6,"B. Cummins, G. Badger",Suncorp,"30,017",
2012,Round 7,Fri,Apr 13th,7:30pm,St George Illawarra,12,Newcastle,4,"J. Maxwell, G. Reynolds",WIN Jubilee,"15,291",
2012,Round 7,Sat,Apr 14th,7:30pm,Manly Warringah,14,Gold Coast Titans,26,"J. Robinson, T. De Las Heras",Brookvale,"11,619",
2012,Round 7,Sat,Apr 14th,5:30pm,Melbourne,12,Canterbury,6,"M. Cecchin, A. Devcich",AAMI Park,"14,192",
2012,Round 7,Sat,Apr 14th,7:00pm,Sydney,12,North Queensland,50,"A. Klein, G. Morris",TIO Stadium,"10,008",
2012,Round 7,Sun,Apr 15th,2:00pm,Cronulla,24,Parramatta,18,"S. Lyons, H. Perenara",Toyota,"14,327",
2012,Round 7,Sun,Apr 15th,3:00pm,Penrith,0,Wests Tigers,30,"T. Archer, C. James",Centrebet,"15,759",
2012,Round 7,Sun,Apr 15th,2:00pm,Warriors,44,South Sydney,22,"S. Hayne, A. Shortall",Mt Smart,"15,378",
2012,Round 8,Wed,Apr 25th,7:00pm,Melbourne,32,Warriors,14,"T. Archer, C. James",AAMI Park,"20,333",
2012,Round 8,Wed,Apr 25th,4:00pm,St George Illawarra,28,Sydney,24,"M. Cecchin, B. Cummins",Allianz,"40,164",
2012,Round 8,Fri,Apr 27th,7:35pm,Brisbane,26,Gold Coast Titans,6,"J. Maxwell, A. Devcich",Suncorp,"30,083",
2012,Round 8,Fri,Apr 27th,7:35pm,Canterbury,10,Manly Warringah,12,"S. Hayne, B. Suttor",ANZ,"24,743",
2012,Round 8,Sat,Apr 28th,7:30pm,South Sydney,20,North Queensland,16,"S. Lyons, H. Perenara",ANZ,"12,213",
2012,Round 8,Sun,Apr 29th,2:00pm,Canberra,22,Cronulla,44,"J. Robinson, T. De Las Heras",Canberra Stadium,"12,227",
2012,Round 8,Sun,Apr 29th,3:00pm,Parramatta,30,Wests Tigers,31,"A. Klein, G. Morris",Parramatta,"19,654",
2012,Round 8,Mon,Apr 30th,7:00pm,Newcastle,34,Penrith,14,"G. Sutton, A. Shortall",Hunter,"16,892",
2012,Round 9,Fri,May 4th,7:35pm,North Queensland,30,St George Illawarra,6,"T. Archer, G. Badger",Dairy Farmers,"15,006",
2012,Round 9,Fri,May 4th,7:35pm,Parramatta,12,Canterbury,46,"A. Klein, B. Suttor",ANZ,"28,214",
2012,Round 9,Sat,May 5th,7:30pm,Gold Coast Titans,14,Wests Tigers,15,"G. Sutton, A. Shortall",Skilled Park,"14,254",
2012,Round 9,Sat,May 5th,7:30pm,Penrith,10,Melbourne,44,"S. Lyons, H. Perenara",Centrebet,"9,517",
2012,Round 9,Sat,May 5th,7:30pm,Warriors,30,Brisbane,20,"B. Cummins, F. Robinson",Mt Smart,"19,012",
2012,Round 9,Sun,May 6th,2:00pm,Manly Warringah,18,Canberra,12,"J. Maxwell, T. De Las Heras",Brookvale,"15,033",
2012,Round 9,Sun,May 6th,3:00pm,Sydney,24,Newcastle,6,"S. Hayne, G. Morris",Allianz,"12,728",
2012,Round 9,Mon,May 7th,7:00pm,South Sydney,34,Cronulla,28,"M. Cecchin, C. James",ANZ,"13,281",
2012,Round 10,Fri,May 11th,7:00pm,Brisbane,22,Manly Warringah,24,"T. Archer, S. Hayne",Suncorp,"41,273",
2012,Round 10,Fri,May 11th,8:45pm,Canterbury,14,Gold Coast Titans,25,"J. Maxwell, B. Suttor",Suncorp,"41,273",
2012,Round 10,Sat,May 12th,7:30pm,Newcastle,12,North Queensland,32,"M. Cecchin, G. Morris",Hunter,"18,191",
2012,Round 10,Sat,May 12th,7:30pm,Warriors,30,Sydney,26,"S. Lyons, H. Perenara",Mt Smart,"16,220",
2012,Round 10,Sun,May 13th,2:00pm,Canberra,40,Parramatta,34,"G. Badger, A. Devcich",Canberra Stadium,"9,210",
2012,Round 10,Sun,May 13th,3:00pm,Cronulla,12,Melbourne,10,"B. Cummins, J. Robinson",Toyota,"14,595",
2012,Round 10,Mon,May 14th,7:00pm,Penrith,13,St George Illawarra,12,"G. Sutton, T. De Las Heras",Centrebet,"10,367",
2012,Round 11,Fri,May 18th,7:45pm,Wests Tigers,24,Warriors,22,"T. Archer, J. Robinson",Leichhardt,"16,406",
2012,Round 11,Sat,May 19th,7:30pm,North Queensland,30,Penrith,28,"S. Lyons, C. James",Dairy Farmers,"11,648",
2012,Round 11,Sun,May 20th,2:00pm,Manly Warringah,18,Sydney,10,"A. Klein, J. Maxwell",Brookvale,"12,633",
2012,Round 11,Sun,May 20th,3:00pm,St George Illawarra,18,South Sydney,19,"S. Hayne, B. Suttor",WIN Jubilee,"14,894",
2012,Round 11,Mon,May 21st,7:00pm,Canterbury,26,Cronulla,6,"G. Sutton, G. Badger",ANZ,"12,012",
2012,Round 12,Fri,May 25th,7:35pm,Melbourne,34,Brisbane,10,"T. Archer, G. Sutton",AAMI Park,"13,200",
2012,Round 12,Fri,May 25th,7:35pm,South Sydney,36,Canberra,18,"A. Klein, C. James",ANZ,"10,054",
2012,Round 12,Sat,May 26th,5:30pm,Newcastle,14,Gold Coast Titans,24,"S. Hayne, A. Shortall",Hunter,"15,792",
2012,Round 12,Sat,May 26th,7:30pm,St George Illawarra,14,Parramatta,12,"J. Maxwell, T. De Las Heras",WIN Jubilee,"12,756",
2012,Round 12,Sun,May 27th,2:00pm,Penrith,22,Manly Warringah,4,"M. Cecchin, G. Reynolds",Centrebet,"11,844",
2012,Round 12,Sun,May 27th,3:00pm,Wests Tigers,26,North Queensland,18,"B. Cummins, B. Suttor",Campbelltown,"13,059",
2012,Round 12,Mon,May 28th,7:00pm,Sydney,12,Canterbury,30,"J. Robinson, A. Devcich",Allianz,"11,343",
2012,Round 13,Fri,Jun 1st,7:35pm,Gold Coast Titans,28,North Queensland,12,"S. Hayne, A. Shortall",Skilled Park,"12,092",
2012,Round 13,Fri,Jun 1st,7:35pm,Manly Warringah,20,St George Illawarra,8,"T. Archer, C. James",Brookvale,"11,885",
2012,Round 13,Sat,Jun 2nd,5:30pm,Canberra,0,Wests Tigers,40,"G. Badger, P. Haines",Canberra Stadium,"9,210",
2012,Round 13,Sat,Jun 2nd,7:35pm,Canterbury,23,South Sydney,18,"B. Cummins, G. Morris",ANZ,"19,409",
2012,Round 13,Sun,Jun 3rd,3:00pm,Brisbane,50,Newcastle,24,"A. Klein, G. Reynolds",Suncorp,"26,683",
2012,Round 13,Sun,Jun 3rd,4:00pm,Warriors,12,Melbourne,22,"M. Cecchin, A. Devcich",Mt Smart,"20,487",
2012,Round 13,Mon,Jun 4th,7:00pm,Parramatta,29,Cronulla,20,"S. Lyons, H. Perenara",Parramatta,"10,009",
2012,Round 14,Fri,Jun 8th,7:45pm,Melbourne,6,Wests Tigers,10,"S. Hayne, G. Sutton",AAMI Park,"11,274",
2012,Round 14,Sat,Jun 9th,7:30pm,Newcastle,16,Canberra,32,"J. Maxwell, A. Klein",Hunter,"15,114",
2012,Round 14,Sun,Jun 10th,2:00pm,Cronulla,22,Gold Coast Titans,12,"J. Robinson, G. Badger",Toyota,"8,635",
2012,Round 14,Sun,Jun 10th,3:00pm,Sydney,22,Brisbane,40,"M. Cecchin, A. Devcich",Allianz,"9,738",
2012,Round 14,Mon,Jun 11th,5:30pm,Penrith,16,Warriors,30,"S. Lyons, B. Suttor",Centrebet,"5,778",
2012,Round 15,Fri,Jun 15th,7:35pm,North Queensland,12,Brisbane,0,"J. Robinson, G. Morris",Dairy Farmers,"20,367",
2012,Round 15,Fri,Jun 15th,7:35pm,St George Illawarra,20,Canterbury,28,"S. Hayne, C. James",WIN Stadium,"16,928",
2012,Round 15,Sat,Jun 16th,5:30pm,Cronulla,20,Warriors,19,"A. Klein, S. Lyons",Toyota,"9,271",
2012,Round 15,Sat,Jun 16th,7:30pm,Parramatta,6,South Sydney,24,"B. Suttor, A. Shortall",ANZ,"14,212",
2012,Round 15,Sun,Jun 17th,2:00pm,Gold Coast Titans,36,Penrith,18,"G. Sutton, P. Haines",Skilled Park,"11,591",
2012,Round 15,Sun,Jun 17th,3:00pm,Wests Tigers,28,Sydney,42,"B. Cummins, G. Badger",Leichhardt,"20,327",
2012,Round 15,Mon,Jun 18th,7:00pm,Manly Warringah,22,Melbourne,26,"T. Archer, J. Maxwell",Brookvale,"12,106",
2012,Round 16,Fri,Jun 22nd,7:35pm,Brisbane,26,South Sydney,12,"T. Archer, C. James",Suncorp,"33,602",
2012,Round 16,Fri,Jun 22nd,7:35pm,St George Illawarra,8,Gold Coast Titans,6,"J. Robinson, G. Morris",WIN Stadium,"10,194",
2012,Round 16,Sat,Jun 23rd,5:30pm,North Queensland,40,Canberra,18,"B. Suttor, A. Shortall",Dairy Farmers,"14,344",
2012,Round 16,Sat,Jun 23rd,7:30pm,Penrith,18,Parramatta,19,"J. Maxwell, A. Devcich",Centrebet,"15,275",
2012,Round 16,Sun,Jun 24th,2:00pm,Canterbury,20,Melbourne,4,"B. Cummins, G. Badger",Virgin Aust.,"11,876",
2012,Round 16,Sun,Jun 24th,3:00pm,Sydney,14,Manly Warringah,52,"S. Hayne, S. Lyons",Allianz,"13,531",
2012,Round 16,Mon,Jun 25th,7:00pm,Newcastle,38,Wests Tigers,20,"G. Sutton, P. Haines",Hunter,"18,637",
2012,Round 17,Fri,Jun 29th,7:35pm,Brisbane,12,Cronulla,26,"J. Robinson, G. Badger",Suncorp,"26,268",
2012,Round 17,Sat,Jun 30th,7:30pm,Parramatta,12,Newcastle,20,"M. Cecchin, P. Haines",Parramatta,"12,022",
2012,Round 17,Sun,Jul 1st,3:00pm,South Sydney,38,Penrith,12,"G. Sutton, S. Lyons",ANZ,"13,096",
2012,Round 17,Sun,Jul 1st,4:00pm,Warriors,35,North Queensland,18,"A. Klein, B. Suttor",Mt Smart,"15,374",
2012,Round 17,Mon,Jul 2nd,7:00pm,Canberra,22,St George Illawarra,18,"G. Maxwell, A. Devcich",Canberra Stadium,"10,462",
2012,Round 18,Fri,Jul 6th,7:45pm,Wests Tigers,20,Canterbury,32,"J. Robinson, G. Morris",Allianz,"19,034",
2012,Round 18,Sat,Jul 7th,7:30pm,Gold Coast Titans,14,Warriors,32,"M. Cecchin, P. Haines",Skilled Park,"17,134",
2012,Round 18,Sat,Jul 7th,5:30pm,Melbourne,12,Canberra,40,"G. Sutton, A. Devcich",AAMI Park,"12,214",
2012,Round 18,Sun,Jul 8th,3:00pm,Manly Warringah,40,Parramatta,24,"S. Hayne, A. Shortall",Brookvale,"16,065",
2012,Round 18,Sun,Jul 8th,2:00pm,South Sydney,34,Newcastle,14,"A. Klein, B. Suttor",ANZ,"16,104",
2012,Round 18,Mon,Jul 9th,7:00pm,Cronulla,14,Sydney,14,"J. Maxwell, C. James",Toyota,"13,139",
2012,Round 19,Fri,Jul 13th,7:35pm,Brisbane,10,Warriors,8,"B. Cummins, C. James",Suncorp,"32,148",
2012,Round 19,Fri,Jul 13th,7:35pm,Canterbury,32,Parramatta,12,"M. Cecchin, P. Haines",ANZ,"31,102",
2012,Round 19,Sat,Jul 14th,5:30pm,Melbourne,16,North Queensland,20,"T. Archer, G. Morris",AAMI Park,"10,688",
2012,Round 19,Sat,Jul 14th,5:30pm,Newcastle,32,Manly Warringah,6,"J. Robinson, T. De Las Heras",Hunter,"20,154",
2012,Round 19,Sat,Jul 14th,7:30pm,Wests Tigers,26,Penrith,18,"G. Badger, H. Perenara",Campbelltown,"12,384",
2012,Round 19,Sun,Jul 15th,2:00pm,Canberra,26,Gold Coast Titans,38,"S. Lyons, G. Reynolds",Canberra Stadium,"8,240",
2012,Round 19,Sun,Jul 15th,3:00pm,St George Illawarra,18,Cronulla,10,"A. Klein, A. Devcich",WIN Stadium,"18,282",
2012,Round 19,Mon,Jul 16th,7:00pm,Sydney,22,South Sydney,24,"S. Hayne, A. Shortall",Allianz,"19,934",
2012,Round 20,Fri,Jul 20th,7:35pm,Gold Coast Titans,14,Brisbane,10,"J. Maxwell, A. Shortall",Skilled Park,"20,067",
2012,Round 20,Fri,Jul 20th,7:35pm,Manly Warringah,12,Canterbury,20,"B. Cummins, B. Suttor",Brookvale,"16,820",
2012,Round 20,Sat,Jul 21st,7:30pm,Parramatta,16,Melbourne,10,"S. Lyons, T. De Las Heras",Parramatta,"9,029",
2012,Round 20,Sat,Jul 21st,7:30pm,South Sydney,36,St George Illawarra,14,"T. Archer, G. Morris",ANZ,"21,071",
2012,Round 20,Sat,Jul 21st,7:30pm,Warriors,19,Newcastle,24,"G. Sutton, A. Devcich",Mt Smart,"15,112",
2012,Round 20,Sun,Jul 22nd,2:00pm,Cronulla,4,Canberra,36,"S. Hayne, H. Perenara",Toyota,"12,139",
2012,Round 20,Sun,Jul 22nd,3:00pm,Penrith,28,Sydney,16,"A. Klein, G. Reynolds",Centrebet,"9,646",
